MB_CODE_2016,LGA_CODE_2016,LGA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
70003130000,70620,Central Desert (R),7,Northern Territory,7.8365
70003570000,70700,Coomalie (S),7,Northern Territory,138.1575
70005160000,71000,Darwin (C),7,Northern Territory,0.1908
70003080000,71300,East Arnhem (R),7,Northern Territory,1.5128
70003410000,72200,Katherine (T),7,Northern Territory,2.8065
70016383400,72300,Litchfield (M),7,Northern Territory,5.2201
70016414400,72330,MacDonnell (R),7,Northern Territory,2.3990
70016382700,72800,Palmerston (C),7,Northern Territory,0.0377
70003430000,73600,Roper Gulf (R),7,Northern Territory,0.2629
70032640000,74050,Tiwi Islands (R),7,Northern Territory,0.0463
70004750000,74550,Victoria Daly (R),7,Northern Territory,44.1812
70004620000,74560,Wagait (S),7,Northern Territory,0.9945
70014342000,74660,West Arnhem (R),7,Northern Territory,337.0416
70004862000,74680,West Daly (R),7,Northern Territory,1.3753
70003900000,79399,Unincorporated NT,7,Northern Territory,7.2373
70000009499,79499,No usual address (NT),7,Northern Territory,0.0000
77000001777,79799,Migratory - Offshore - Shipping (NT),7,Northern Territory,0.0000
80001660000,89399,Unincorporated ACT,8,Australian Capital Territory,0.0323
80000009499,89499,No usual address (ACT),8,Australian Capital Territory,0
88000000778,89799,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,0
90000010000,99399,Unincorp. Other Territories,9,Other Territories,2.1471
90000009499,99499,No usual address (OT),9,Other Territories,0.0000
97000001777,99799,Migratory - Offshore - Shipping (OT),9,Other Territories,0.0000
MB_CODE_2016,LGA_CODE_2016,LGA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
,,,,,
